Title,Recommended Title,Similarity Score
These 17 life hacks will change the way you use Gmail,Certeza que devemos marcar uma reunião?,0.17919813824670386
These 17 life hacks will change the way you use Gmail,Certeza que devemos marcar uma reunião?,0.17919813824670386
DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,LPIC-OT DevOps Engineer | Linux Professional Institute,0.20918440348802042
DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Discutindo Devops na Prática,0.16036599234798243
DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Natura inova e cria bot para auxiliar consumidores a escolherem presentes de natal - Startupi,0.1513041306413689
DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Dicas para aumentar produtividade: 14 dicas incríveis.,0.1470902660610609
DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Cinco competências essenciais ao IT Leaders - CIO,0.1424480841081554
"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls",The omnichannel customer experience is poised to take off in regulated industries,0.11544356103446957
"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls",Largest IoT Event Kicks Off at Santa Clara Convention Center,0.10186998278558507
"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls",Will blockchain drive the fourth Industrial Revolution?,0.09482312120943365
"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls",The AI business landscape,0.08688771299764189
"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls",5 Ways to Save Time During Research | Viget,0.08350175911538893
Diane Greene wants to put the enterprise front and center of Google Cloud strategy,Analyst: Google's cloud business could cause the stock to soar to over $900,0.2586235118649033
Diane Greene wants to put the enterprise front and center of Google Cloud strategy,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,0.22056194983303729
Diane Greene wants to put the enterprise front and center of Google Cloud strategy,Google cloud boss Diane Greene: We're winning against AWS and Microsoft,0.15613422242653355
Diane Greene wants to put the enterprise front and center of Google Cloud strategy,Powering a more connected and collaborative enterprise,0.15420352225731668
Diane Greene wants to put the enterprise front and center of Google Cloud strategy,How the queen of Silicon Valley is helping Google go after Amazon's most profitable business,0.13202790009470963
LOGOBR School | Behance Reviews Campinas 2016,50 palestras online e gratuitas para você acompanhar em agosto,0.1532153624004022
LOGOBR School | Behance Reviews Campinas 2016,Microsoft convoca comunidade técnica para resolver problemas usando a nuvem - Startupi,0.14318036816145996
LOGOBR School | Behance Reviews Campinas 2016,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o...",0.13298404073435938
LOGOBR School | Behance Reviews Campinas 2016,Os 5 maiores desafios do Marketing em 2016 | EXAME.com,0.120972833275275
LOGOBR School | Behance Reviews Campinas 2016,Críticas de design: dizendo as coisas que precisam ser ditas,0.11923165581640452
Building with Watson Technical Web Series,Mastercard libera APIs para quem quer desenvolver novas fintechs,0.16209817206278007
Building with Watson Technical Web Series,SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,0.13023960817198255
Building with Watson Technical Web Series,Banco Original adota Bot no Messenger do Facebook,0.1251192099789917
Building with Watson Technical Web Series,Modelando APIs REST com Swagger,0.12435037779701041
Building with Watson Technical Web Series,Inteligência artificial da IBM criou 'trailer perfeito' para filme,0.12181835578402801
Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Using artificial intelligence to revolutionize diabetes treatment,0.1114858610371521
Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,The Pulse of a City - Uber Engineering Blog,0.08838531786098233
Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,The White House Has Realized Artificial Intelligence Is Very Important,0.07294013914371349
Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Google's new NHS deal is start of machine learning marketplace,0.07052003677800381
Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Fileless Malware - A Behavioural Analysis Of Kovter Persistence,0.06220022684341162
39 studies about human perception in 30 minutes,Building a technical career path at Spotify,0.16414269876762708
39 studies about human perception in 30 minutes,Stop Trying to Monetize Your Data - Built to Adapt,0.12611462582136412
39 studies about human perception in 30 minutes,Blaise Agüera y Arcas: How computers are learning to be creative,0.11667082007666466
39 studies about human perception in 30 minutes,Exploring Java's Hidden Costs,0.11626201391999719
39 studies about human perception in 30 minutes,"curso de branding, diferenciação e estratégia de marca",0.11475910779736027
What it Means to Be a 'Growth Hacker' According to Julie Zhou,How to set up Analytics on your AMP page,0.16439404927506074
What it Means to Be a 'Growth Hacker' According to Julie Zhou,Beyond Progressive Web Apps Part 2: We Need to Know What's New,0.16050303841011168
What it Means to Be a 'Growth Hacker' According to Julie Zhou,Segment helps businesses integrate third-party sources into their data pipelines,0.1586633764173906
What it Means to Be a 'Growth Hacker' According to Julie Zhou,The need to lead in data and analytics,0.1555096798040517
What it Means to Be a 'Growth Hacker' According to Julie Zhou,Introducing the Google Analytics Demo Account for Learning,0.1493279961629509
The Startup Pivot Pyramid - How to Pivot Your Startup the Right Away Using Growth Marketing Mindset,"5 awesome Google Keep features you aren't using, but should be",0.14132489109885263
The Startup Pivot Pyramid - How to Pivot Your Startup the Right Away Using Growth Marketing Mindset,Confirmed: Walmart buys Jet.com for $3B in cash,0.12461044586008871
The Startup Pivot Pyramid - How to Pivot Your Startup the Right Away Using Growth Marketing Mindset,Introducing Sign in with Slack - Slack Platform Blog,0.12284348060976134
The Startup Pivot Pyramid - How to Pivot Your Startup the Right Away Using Growth Marketing Mindset,Using analytics to turbocharge China's e-commerce performance,0.12153713547852632
The Startup Pivot Pyramid - How to Pivot Your Startup the Right Away Using Growth Marketing Mindset,Facebook at Work pushed to 'later this year',0.11625538795948222
8 Insanely Simple Productivity Hacks,Introducing Goals in Google Calendar on Android and iPhone,0.16574694682000027
8 Insanely Simple Productivity Hacks,"Google I/O: Expect A.I., virtual reality",0.11723981031640428
8 Insanely Simple Productivity Hacks,'Hyper-Reality' Is a Psychedelic Glimpse of Our Future on Digital Overload,0.1131697433522293
8 Insanely Simple Productivity Hacks,Picture a Better You: How Google Calendar Uses Illustration to Help You Reach Your Goals - Google Design,0.10794856379637406
8 Insanely Simple Productivity Hacks,The Art of the OKR,0.09299478797718234
Ahead of the curve: The future of performance management,Real World Swift Performance,0.18577809630338865
Ahead of the curve: The future of performance management,Real World Swift Performance,0.18577809630338865
Ahead of the curve: The future of performance management,Setting and Calculating a Web Performance Budget,0.17294153571219645
Ahead of the curve: The future of performance management,Speeding up ReSharper (and Visual Studio),0.1422341850265808
Ahead of the curve: The future of performance management,Speed Up a WordPress Website in 8 Steps,0.13768141701655331
Learning at the speed of business,State of the Digital Nation 2016,0.10099656440979421
Learning at the speed of business,"Agility in the Cloud: Which ""As a Service"" Works for You?",0.08910060992759988
Learning at the speed of business,GE Digital snags ServiceMax for $915 million,0.08823076740449631
Learning at the speed of business,Big IT Rising,0.08590550675270883
Learning at the speed of business,7 Tips to Create a Company Learning Culture like Google - Without Resources,0.08118430316852944
Netflix emociona com vídeo destacando personagens LGBT,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,0.2060916584843896
Netflix emociona com vídeo destacando personagens LGBT,"Mesmo sem apoio, Parada LGBT de Campinas arrasta multidão pelas ruas",0.1808917407391092
Netflix emociona com vídeo destacando personagens LGBT,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,0.1500410340910026
Netflix emociona com vídeo destacando personagens LGBT,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,0.1500410340910026
Netflix emociona com vídeo destacando personagens LGBT,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,0.1500410340910026
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,1.0000000000000002
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,1.0000000000000002
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,How to Design a Walkthrough That Users Will Read,0.2069469225883215
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",0.18584984030810922
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,How Etsy Does Continuous Integration for Mobile Apps,0.17325017964624573
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,1.0000000000000002
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,1.0000000000000002
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,How to Design a Walkthrough That Users Will Read,0.2069469225883215
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",0.18584984030810922
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,How Etsy Does Continuous Integration for Mobile Apps,0.17325017964624573
KPIs: por que eles são essenciais para medir o seu sucesso?,OKR e meta: minha experiência no Runrun.it,0.13101929920302058
KPIs: por que eles são essenciais para medir o seu sucesso?,Gamification - por que somos motivados por mecânicas de jogos - Mochileiro Corporativo,0.126792993474167
KPIs: por que eles são essenciais para medir o seu sucesso?,[eBook] Enxugando a máquina - Paulo Caroli,0.12400876602024609
KPIs: por que eles são essenciais para medir o seu sucesso?,"Testes mostram um ótimo desempenho do ""Ubuntu on Windows""",0.1199582059844766
KPIs: por que eles são essenciais para medir o seu sucesso?,Conheça o Google Duo: um app de chamadas de vídeo para todos,0.11821606446136276
Facebook testa dividir conteúdos da rede por temas,Google Now on Tap estreia no Brasil | Google Discovery,0.16487834920699862
Facebook testa dividir conteúdos da rede por temas,Sons de animais na busca do Google | Google Discovery,0.15621348331037244
Facebook testa dividir conteúdos da rede por temas,Tem hora certa pra sair do armário?,0.13512250734968195
Facebook testa dividir conteúdos da rede por temas,Como o novo algoritmo do Facebook afeta sua estratégia de Marketing,0.13139041783323951
Facebook testa dividir conteúdos da rede por temas,Web Share API,0.12958054294714832
"Carros de luxo em alta, mas o alerta está aceso","Carros de luxo em alta, mas o alerta está aceso",1.0
"Carros de luxo em alta, mas o alerta está aceso","Carros de luxo em alta, mas o alerta está aceso",1.0
"Carros de luxo em alta, mas o alerta está aceso",Cia. Hering sincroniza diferentes marcas em um único portal de compras,0.15947805474100202
"Carros de luxo em alta, mas o alerta está aceso",Buscas on-line por carros têm expansão de 43% no 1º trimestre,0.15694157360137845
"Carros de luxo em alta, mas o alerta está aceso",Mobile banking conquista o coração dos brasileiros,0.1556749337013329
One Dollar Board: Um projeto brasileiro para revolucionar a educação,O céu é o limite na utilização de Golang -,0.12367124744433299
One Dollar Board: Um projeto brasileiro para revolucionar a educação,1º Congresso Brasileiro de IoT - Embarcados,0.12000050251299457
One Dollar Board: Um projeto brasileiro para revolucionar a educação,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,0.11992269654444022
One Dollar Board: Um projeto brasileiro para revolucionar a educação,Por que a limitação da banda larga é uma forma de ignorar o futuro,0.11964269749089222
One Dollar Board: Um projeto brasileiro para revolucionar a educação,Governo busca empresas para aprimorar Internet das Coisas no Brasil,0.11776246835846796
7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,Escolha o mais difícil. Sempre.,0.13871534153457016
7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,Cinco competências comportamentais para você ser um bom líder,0.13087338775877472
7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,"Sua empresa já tem um ""Open Innovation Lab"" ? - CIO",0.12543806687963083
7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,A arte de encantar clientes: 5 lições que aprendemos com a Disney ,0.12429340218838976
7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,Vídeo impactante faz você sentir na pele o preconceito contra LGBTs,0.12304730031658512
As lições de empreendedorismo da H Stern,Especial: 5 startups brasileiras que podem tornar-se Unicórnios,0.13399120716906512
As lições de empreendedorismo da H Stern,Nubank: o futuro dos cartões de crédito [CT Entrevista] - Canaltech Entrevista,0.1328678580055391
As lições de empreendedorismo da H Stern,Cinco competências comportamentais para você ser um bom líder,0.13108808666130523
As lições de empreendedorismo da H Stern,OpenVpn rodando com Docker no Raspberry Pi,0.1310684865365129
As lições de empreendedorismo da H Stern,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,0.12771463547542472
Ford lança serviço de monitoramento para caminhões,Serviços na nuvem pública mais que duplicam até 2020 - B!T magazine,0.18750720701472542
Ford lança serviço de monitoramento para caminhões,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,0.1629076995635375
Ford lança serviço de monitoramento para caminhões,Google lança Cloud Functions,0.15752414824403868
Ford lança serviço de monitoramento para caminhões,Uber se prepara para lançar serviço de delivery no Brasil,0.15013804706613065
Ford lança serviço de monitoramento para caminhões,Rival do Uber estreia em São Paulo com preço competitivo | EXAME.com,0.14401094811633638
Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,Frequently asked questions about design sprints - InVision Blog,0.2679620591874912
Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera,0.17900409848427395
Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,The Biggest list of 35 FREE UX Books,0.1577708747558755
Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,Design Sprint: onde o design e a velocidade importam,0.14149837563153508
Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,How to E-Mail a Busy Person & get a Reply - Desk of van Schneider,0.12732773906131492
Prototyping across borders - From Tulsa to Brazil - +Acumen,Meet the new Brazilian consumer,0.11223985656177275
Prototyping across borders - From Tulsa to Brazil - +Acumen,Corporate venture growth in Brazil is another sign of a mature tech ecosystem,0.09083195013518416
Prototyping across borders - From Tulsa to Brazil - +Acumen,[Tools] Universities should ban PowerPoint - It makes students stupid and professors boring,0.08634600818276732
Prototyping across borders - From Tulsa to Brazil - +Acumen,Snark attack: Cornell students teach software to detect sarcasm!,0.08396702760515602
Prototyping across borders - From Tulsa to Brazil - +Acumen,[Tools] XMind Plus - Last Chance for students' 1$ gift,0.07899742869598554
Recently confirmed Myspace hack could be the largest yet,Recently confirmed Myspace hack could be the largest yet,0.9999999999999997
Recently confirmed Myspace hack could be the largest yet,Email Isn't The Thing You're Bad At,0.10243645020365247
Recently confirmed Myspace hack could be the largest yet,A Data Engineer's Guide To Non-Traditional Data Storages,0.10120241636701469
Recently confirmed Myspace hack could be the largest yet,How We Migrated Data into Drupal from Four Different Sources Using the Migrate Module | Acquia,0.09946342294781708
Recently confirmed Myspace hack could be the largest yet,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,0.09737841176959651
New Asia Trend Briefing from TrendWatching | ASIAN DATA DOMINANCE,A Data Engineer's Guide To Non-Traditional Data Storages,0.30164106517835737
New Asia Trend Briefing from TrendWatching | ASIAN DATA DOMINANCE,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,0.26831189395320804
New Asia Trend Briefing from TrendWatching | ASIAN DATA DOMINANCE,Doing Data Science Right - Your Most Common Questions Answered,0.23919981595028675
New Asia Trend Briefing from TrendWatching | ASIAN DATA DOMINANCE,Segment helps businesses integrate third-party sources into their data pipelines,0.22697665550458915
New Asia Trend Briefing from TrendWatching | ASIAN DATA DOMINANCE,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,0.2122208380750146
Recently confirmed Myspace hack could be the largest yet,Recently confirmed Myspace hack could be the largest yet,0.9999999999999997
Recently confirmed Myspace hack could be the largest yet,Email Isn't The Thing You're Bad At,0.10243645020365247
Recently confirmed Myspace hack could be the largest yet,A Data Engineer's Guide To Non-Traditional Data Storages,0.10120241636701469
Recently confirmed Myspace hack could be the largest yet,How We Migrated Data into Drupal from Four Different Sources Using the Migrate Module | Acquia,0.09946342294781708
Recently confirmed Myspace hack could be the largest yet,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,0.09737841176959651
Scalable Microservices with Kubernetes | Udacity,Up your DevOps chops with this online Kubernetes class,0.4822380047517743
Scalable Microservices with Kubernetes | Udacity,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,0.24405397252733943
Scalable Microservices with Kubernetes | Udacity,LPIC-OT DevOps Engineer | Linux Professional Institute,0.1993610530516788
Scalable Microservices with Kubernetes | Udacity,The Children's Illustrated Guide to Kubernetes,0.16615676858675138
Scalable Microservices with Kubernetes | Udacity,[Course] Gamification - University of Pennsylvania | Coursera,0.13273828366480805
Change lessons from pharma and med tech,AI can learn from data without ever having access to it,0.12897848044298077
Change lessons from pharma and med tech,You won't recognize the new world of digital payments without this report,0.11660269158386725
Change lessons from pharma and med tech,7 Questions to Ask Before Your Next Digital Transformation,0.11123150636975739
Change lessons from pharma and med tech,Changing change management,0.11080503219718421
Change lessons from pharma and med tech,"3 Industries That Will Be Transformed By AI, Machine Learning And Big Data In The Next Decade",0.1105759218150513
Making your business fit for the future,Chromebase for meetings makes video-conferencing personal and simple,0.14571784776322805
Making your business fit for the future,Trello Is Being Acquired By Atlassian,0.14096432078539378
Making your business fit for the future,How people using Slack to organise their grocery lists is helping it grow,0.1342730432183737
Making your business fit for the future,These 17 life hacks will change the way you use Gmail,0.11995085413248195
Making your business fit for the future,Google connects BigQuery to Google Drive and Sheets,0.11404869230916574
China will have the world's first driverless-cars-only city: Baidu CEO,A Data Engineer's Guide To Non-Traditional Data Storages,0.2682673801158517
China will have the world's first driverless-cars-only city: Baidu CEO,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,0.23409441099965578
China will have the world's first driverless-cars-only city: Baidu CEO,Microsoft Accelerator startup DefinedCrowd connects machine learning with native speakers,0.21856181115243706
China will have the world's first driverless-cars-only city: Baidu CEO,Big IT Rising,0.17585863654555883
China will have the world's first driverless-cars-only city: Baidu CEO,Stop Trying to Monetize Your Data - Built to Adapt,0.1688037847237302
Why Uber Is Killing the Bank (And What That Means for Everything Else),Uber's first self-driving cars will start picking up passengers this month,0.20243456929358877
Why Uber Is Killing the Bank (And What That Means for Everything Else),In defense of the Uber-ization of everything,0.1953164688023386
Why Uber Is Killing the Bank (And What That Means for Everything Else),"Good riddance, gig economy: Uber, Ayn Rand and the awesome collapse of Silicon Valley's dream of destroying your job",0.18532273809809663
Why Uber Is Killing the Bank (And What That Means for Everything Else),Por que o Uber vem sofrendo tanto prejuízo entre empresas de tecnologia,0.18314685663870217
Why Uber Is Killing the Bank (And What That Means for Everything Else),"Slack and Uber's parting proves when apps unite, it isn't always a smooth ride",0.17670936171526797
Mobile banking conquista o coração dos brasileiros,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",0.2616211748860892
Mobile banking conquista o coração dos brasileiros,55 fornecedores de TI que apresentarão novidades no Ciab 2016,0.22873278688543117
Mobile banking conquista o coração dos brasileiros,Qual o futuro da biometria em pagamentos móveis? - CIO,0.15891437895788874
Mobile banking conquista o coração dos brasileiros,"Carros de luxo em alta, mas o alerta está aceso",0.1556749337013329
Mobile banking conquista o coração dos brasileiros,"Carros de luxo em alta, mas o alerta está aceso",0.1556749337013329
"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",55 fornecedores de TI que apresentarão novidades no Ciab 2016,0.2689504964580103
"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Mobile banking conquista o coração dos brasileiros,0.2616211748860892
"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",0.2017953768876806
"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",0.2017953768876806
"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",0.2017953768876806
How Did L.A. Become a City of Palms?,Apple Announces Swimproof 'Apple Watch Series 2' With Built-In GPS,0.0647397518150855
How Did L.A. Become a City of Palms?,Bixpy Jet is your personal water propulsion system,0.05552733747736361
How Did L.A. Become a City of Palms?,"Google Cloud Platform adds two new regions, 10 more to come",0.04347857994585485
How Did L.A. Become a City of Palms?,Marketing Technology Landscape Supergraphic (2016) - Chief Marketing Technologist,0.04097359363273734
How Did L.A. Become a City of Palms?,When Will The First Machine Become Superintelligent? - AI Revolution,0.04057345653795347
"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Dries Buytaert,0.2805995794886437
"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Salesforce Einstein delivers artificial intelligence across the Salesforce platform,0.20140040284275906
"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Artificial Intelligence Software Is Booming. But Why Now?,0.19585177895048075
"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Google lags behind Amazon and Microsoft's cloud in one important area,0.18378463400039477
"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Build Apps Faster with Salesforce - Webinar,0.15395420974274998
Machine Intelligence - Research at Google,"A Neural Network for Machine Translation, at Production Scale",0.3127636519577099
Machine Intelligence - Research at Google,8 Best Machine Learning Cheat Sheets,0.29394152991737027
Machine Intelligence - Research at Google,Google creates new European research group to focus on machine learning,0.2793829906255353
Machine Intelligence - Research at Google,TPOT: A Python tool for automating data science,0.2641511117167463
Machine Intelligence - Research at Google,​Google digs deeper on machine learning with new European research lab,0.25369875689299903
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,1.0000000000000002
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,1.0000000000000002
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,How to Design a Walkthrough That Users Will Read,0.2069469225883215
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",0.18584984030810922
Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,How Etsy Does Continuous Integration for Mobile Apps,0.17325017964624573
"Código Aberto - Daniela Cachich, VP de Marketing, Heineken","Afinal, o que é Inbound Marketing?",0.1521387927198958
"Código Aberto - Daniela Cachich, VP de Marketing, Heineken","Cultura de Web Analytics e Métricas, o que é? Métricas Boss",0.13976498221520495
"Código Aberto - Daniela Cachich, VP de Marketing, Heineken",Cinco competências comportamentais para você ser um bom líder,0.13865544960913814
"Código Aberto - Daniela Cachich, VP de Marketing, Heineken","Benchmarking: O que é, como surgiu e como fazer",0.13091295976416162
"Código Aberto - Daniela Cachich, VP de Marketing, Heineken",Por que a limitação da banda larga é uma forma de ignorar o futuro,0.13010009102176678
Krita 3.0: The Animation Release,Effective learning through code workshops | Box Blog,0.1546567284772073
Krita 3.0: The Animation Release,Spring Boot 1.4 released,0.13449950006187392
Krita 3.0: The Animation Release,Don't document your code. Code your documentation.,0.13042854144864188
Krita 3.0: The Animation Release,The Importance of Code Reviews,0.11876490118677466
Krita 3.0: The Animation Release,Spring Boot 1.5.1 released,0.10843216283015221
Itaú é pioneiro do blockchain,Grupo de bancos adere à tecnologia do bitcoin em transações,0.17840241832061124
Itaú é pioneiro do blockchain,Nova iniciativa busca desenvolver o ecossistema de Fintechs da América Latina,0.16298420784396528
Itaú é pioneiro do blockchain,E os vencedores do Latam Founders Awards 2016 são... - Startupi,0.1460867054671417
Itaú é pioneiro do blockchain,Bradesco vai lançar novo banco digital: o Next.,0.14065097356228862
Itaú é pioneiro do blockchain,Que novas oportunidades poderemos criar com Blockchain? - CIO,0.14036144429766934
CMO interview: Putting IBM's marketing technology under the microscope,Dries Buytaert,0.24549419141807236
CMO interview: Putting IBM's marketing technology under the microscope,Multi-Channel Marketing in 2015 - It's not rocket science.,0.18136965590238227
CMO interview: Putting IBM's marketing technology under the microscope,The battle for the post-digital world,0.1680549973040231
CMO interview: Putting IBM's marketing technology under the microscope,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,0.13699218630552792
CMO interview: Putting IBM's marketing technology under the microscope,Artificial Intelligence Software Is Booming. But Why Now?,0.13532900325851924
Docker e .Net,Announcing .NET Core 1.0,0.37776344445393106
Docker e .Net,"Explorando o novo .NET multiplataforma: ASP.NET Core, .NET Core e EF Core",0.27830576121631
Docker e .Net,Microsoft's Open Source Love Affair Reaches New Heights,0.24651784458840703
Docker e .Net,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",0.21143235630751872
Docker e .Net,How to get your ASP.NET app up on Google Cloud the easy way,0.17844434854908844
The AI business landscape,The next AI is no AI,0.2508118536041023
The AI business landscape,Clarifying the uses of artificial intelligence in the enterprise,0.23640371909068214
The AI business landscape,Top 10 Hot Artificial Intelligence (AI) Technologies,0.23123576661066655
The AI business landscape,Andrew Ng: What AI Can and Can't Do,0.21054039692643148
The AI business landscape,13 Game-changing Artificial Intelligence Startups,0.2031881078838923
Estratégia da Nestlé | Endeavor Brasil,A arte de encantar clientes: 5 lições que aprendemos com a Disney ,0.15091721505237066
Estratégia da Nestlé | Endeavor Brasil,"Microsoft anuncia Visual Studio para Mac, disponível ainda nesta semana | MacMagazine.com.br",0.1504442979549917
Estratégia da Nestlé | Endeavor Brasil,Robôs (bots) serão tão populares quanto apps; entenda a nova tendência,0.14289401277862904
Estratégia da Nestlé | Endeavor Brasil,Dez habilidades profissionais mais valorizadas em projetos de Internet das Coisas - CIO,0.1323432689959085
Estratégia da Nestlé | Endeavor Brasil,OKR e meta: minha experiência no Runrun.it,0.1293711680428473
Google Expands Android Pay APIs,Don't take my money: Why mobile payments haven't taken off - yet,0.2602587494184767
Google Expands Android Pay APIs,Android Studio 2.0 | Android Developers Blog,0.22210422351375073
Google Expands Android Pay APIs,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",0.21854293460010094
Google Expands Android Pay APIs,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",0.21250484818640336
Google Expands Android Pay APIs,Support Ended for Eclipse Android Developer Tools,0.2018108134319921
Mary Meeker's essential 2016 Internet Trends Report,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,0.20050527458679956
Mary Meeker's essential 2016 Internet Trends Report,Mobile marketing statistics 2016,0.1931545656924976
Mary Meeker's essential 2016 Internet Trends Report,5 Asian Trends for 2017,0.15972937986778907
Mary Meeker's essential 2016 Internet Trends Report,Hacked Website Report - 2016/Q3,0.15082221048055922
Mary Meeker's essential 2016 Internet Trends Report,10 Multipurpose Material Design Themes to Make Your Projects 10 Times Better,0.1365492352591428
New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,New Asia Trend Bulletin from TrendWatching | BUILT-IN BRANDS,0.41676650109934893
New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,trendwatching.com | 5 Trends for 2017 | TrendWatching,0.3318084689965363
New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,5 Asian Trends for 2017,0.28308604626132267
New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,LATIN INNOVATION BONANZA | New South & Central America Trend Briefing from TrendWatching,0.2199532257337536
New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,ASIAN INNOVATION FRENZY | New Asia Trend Briefing from TrendWatching,0.21194510518837867
Nubank: o futuro dos cartões de crédito [CT Entrevista] - Canaltech Entrevista,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",0.39500540482737545
